        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2025-02-04 19:14:16 ,         300.0   ,            101.3   ,               37.3   ,        46.9   ,            760   ,          8   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  7149   ,
2025-02-04 19:14:17 ,         300.0   ,            101.3   ,               37.3   ,        47.0   ,            760   ,         16   ,                        7   ,                   0   ,                    2   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               49.0   ,                  7216   ,
2025-02-04 19:14:18 ,         300.0   ,            101.3   ,               37.2   ,        46.7   ,            760   ,          6   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  7208   ,
2025-02-04 19:14:19 ,         300.0   ,            101.3   ,               37.3   ,        47.1   ,            760   ,          4   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               47.0   ,                  7228   ,
2025-02-04 19:14:20 ,         300.0   ,            101.3   ,               37.4   ,        47.2   ,            760   ,         15   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               53.0   ,                  7213   ,
2025-02-04 19:14:22 ,         300.0   ,            101.3   ,               37.5   ,        47.5   ,            770   ,         19   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               59.0   ,                  7255   ,
2025-02-04 19:14:22 ,         375.0   ,            101.3   ,               37.6   ,        47.4   ,            775   ,         37   ,                       10   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               54.0   ,                  7239   ,
2025-02-04 19:14:23 ,         375.0   ,            101.3   ,               37.5   ,        47.1   ,            775   ,         34   ,                       12   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  7228   ,
2025-02-04 19:14:25 ,         375.0   ,            101.3   ,               37.5   ,        47.3   ,            666   ,          8   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  7251   ,
2025-02-04 19:14:25 ,         300.0   ,            101.3   ,               37.5   ,        47.3   ,            664   ,         12   ,                        7   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               51.0   ,                  7256   ,
2025-02-04 19:14:27 ,         300.0   ,            101.3   ,               37.7   ,        47.2   ,            669   ,         12   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  7271   ,
2025-02-04 19:14:28 ,         300.0   ,            101.3   ,               37.6   ,        47.1   ,            670   ,         14   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  7253   ,
2025-02-04 19:14:29 ,         300.0   ,            101.3   ,               37.5   ,        47.2   ,            670   ,          2   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               53.0   ,                  7265   ,
2025-02-04 19:14:30 ,         960.0   ,           1375.2   ,               38.5   ,        49.7   ,            673   ,          2   ,                        6   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               65.0   ,                  7418   ,
2025-02-04 19:14:31 ,         960.0   ,           1375.2   ,               39.1   ,        50.4   ,            698   ,          5   ,                        1   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               57.0   ,                  7381   ,
2025-02-04 19:14:31 ,         960.0   ,           1375.2   ,               39.2   ,        50.6   ,            721   ,          3   ,                        0   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               69.0   ,                  7651   ,
2025-02-04 19:14:33 ,         375.0   ,            101.3   ,               38.6   ,        48.8   ,            729   ,          3   ,                        1   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               72.0   ,                  7735   ,
2025-02-04 19:14:34 ,         375.0   ,            101.3   ,               38.4   ,        48.1   ,            729   ,          3   ,                        3   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               72.0   ,                  7733   ,
2025-02-04 19:14:35 ,         300.0   ,            101.3   ,               38.4   ,        48.1   ,            727   ,          5   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               65.0   ,                  7755   ,
2025-02-04 19:14:36 ,         300.0   ,            101.3   ,               38.4   ,        48.2   ,            729   ,          2   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               68.0   ,                  7807   ,
2025-02-04 19:14:37 ,         300.0   ,            101.3   ,               38.5   ,        48.1   ,            729   ,          3   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               70.0   ,                  7792   ,
2025-02-04 19:14:38 ,         960.0   ,           1375.2   ,               39.6   ,        50.3   ,            731   ,         17   ,                        9   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               66.0   ,                  7830   ,
2025-02-04 19:14:39 ,         960.0   ,           1375.2   ,               40.2   ,        51.6   ,            722   ,         28   ,                        7   ,                   0   ,                    2   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               63.0   ,                  7903   ,
2025-02-04 19:14:40 ,         375.0   ,            202.5   ,               39.9   ,        50.3   ,            722   ,          3   ,                        0   ,                   0   ,                    1   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               66.0   ,                  7970   ,
2025-02-04 19:14:41 ,         300.0   ,            101.3   ,               39.7   ,        49.5   ,            723   ,          1   ,                        2   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               51.0   ,                  7986   ,
2025-02-04 19:14:42 ,         300.0   ,            101.3   ,               39.6   ,        49.4   ,            723   ,          4   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               45.0   ,                  7980   ,
2025-02-04 19:14:43 ,         300.0   ,            101.3   ,               39.6   ,        49.3   ,            722   ,          4   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               44.0   ,                  7975   ,
2025-02-04 19:14:44 ,         300.0   ,            101.3   ,               39.6   ,        49.3   ,            721   ,          9   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               55.0   ,                  7957   ,
2025-02-04 19:14:45 ,         300.0   ,            101.3   ,               40.0   ,        49.9   ,            721   ,          4   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               67.0   ,                  7971   ,
2025-02-04 19:14:46 ,         300.0   ,            101.3   ,               39.8   ,        49.8   ,            663   ,         33   ,                       13   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               64.0   ,                  7267   ,
2025-02-04 19:14:47 ,         300.0   ,            101.3   ,               39.9   ,        49.9   ,            659   ,         25   ,                        8   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               48.0   ,                  7205   ,
2025-02-04 19:14:48 ,         300.0   ,            101.3   ,               39.8   ,        49.7   ,            650   ,         19   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,               0   ,        0.6180   ,               48.0   ,                  7215   ,
2025-02-04 19:14:49 ,         300.0   ,            101.3   ,               39.8   ,        49.8   ,            650   ,          8   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               51.0   ,                  7214   ,
2025-02-04 19:14:50 ,         300.0   ,            101.3   ,               40.0   ,        49.8   ,            650   ,         14   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               43.0   ,                  7198   ,
2025-02-04 19:14:51 ,         300.0   ,            101.3   ,               39.8   ,        49.6   ,            650   ,          5   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               49.0   ,                  7189   ,
2025-02-04 19:14:52 ,         300.0   ,            101.3   ,               39.8   ,        49.5   ,            650   ,          5   ,                        6   ,                   0   ,                    1   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               45.0   ,                  7205   ,
2025-02-04 19:14:53 ,         300.0   ,            101.3   ,               39.9   ,        49.8   ,            609   ,          4   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               72.0   ,                  7232   ,
2025-02-04 19:14:54 ,         300.0   ,            101.3   ,               39.8   ,        49.6   ,            527   ,         26   ,                        8   ,                   0   ,                    4   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               59.0   ,                  5664   ,
2025-02-04 19:14:55 ,         300.0   ,            101.3   ,               39.8   ,        49.7   ,            528   ,          4   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               42.0   ,                  5619   ,
2025-02-04 19:14:56 ,         300.0   ,            101.3   ,               39.8   ,        49.4   ,            528   ,          3   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               43.0   ,                  5618   ,
2025-02-04 19:14:57 ,         300.0   ,            101.3   ,               39.8   ,        49.4   ,            528   ,         11   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               53.0   ,                  5594   ,
2025-02-04 19:14:58 ,         300.0   ,            101.3   ,               39.7   ,        49.3   ,            528   ,          3   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               47.0   ,                  5575   ,
2025-02-04 19:14:59 ,         300.0   ,            101.3   ,               39.7   ,        49.3   ,            528   ,          0   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               52.0   ,                  5566   ,
2025-02-04 19:15:00 ,         300.0   ,            101.3   ,               39.8   ,        49.4   ,            528   ,          0   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               42.0   ,                  5550   ,
2025-02-04 19:15:01 ,         300.0   ,            101.3   ,               39.6   ,        49.2   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5543   ,
2025-02-04 19:15:02 ,         300.0   ,            101.3   ,               39.6   ,        49.3   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  5530   ,
2025-02-04 19:15:03 ,         300.0   ,            101.3   ,               39.6   ,        49.4   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5502   ,
2025-02-04 19:15:04 ,         300.0   ,            101.3   ,               39.5   ,        49.1   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5495   ,
2025-02-04 19:15:05 ,         300.0   ,            101.3   ,               39.4   ,        49.1   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5488   ,
2025-02-04 19:15:06 ,         300.0   ,            101.3   ,               39.4   ,        49.0   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5481   ,
2025-02-04 19:15:07 ,         300.0   ,            101.3   ,               39.3   ,        49.1   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5474   ,
2025-02-04 19:15:08 ,         300.0   ,            101.3   ,               39.3   ,        48.9   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5473   ,
2025-02-04 19:15:09 ,         300.0   ,            101.3   ,               39.1   ,        48.8   ,            528   ,          1   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5468   ,
2025-02-04 19:15:10 ,         300.0   ,            101.3   ,               39.1   ,        48.9   ,            528   ,          0   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               52.0   ,                  5463   ,
2025-02-04 19:15:11 ,         300.0   ,            101.3   ,               39.0   ,        48.8   ,            528   ,          0   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               54.0   ,                  5482   ,
2025-02-04 19:15:12 ,         300.0   ,            101.3   ,               39.0   ,        48.6   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5466   ,
2025-02-04 19:15:13 ,         300.0   ,            101.3   ,               38.8   ,        48.3   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  5447   ,
2025-02-04 19:15:14 ,         300.0   ,            101.3   ,               38.8   ,        48.3   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               38.0   ,                  5448   ,
2025-02-04 19:15:15 ,         300.0   ,            101.3   ,               38.7   ,        48.4   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               38.0   ,                  5448   ,
2025-02-04 19:15:16 ,         300.0   ,            101.3   ,               38.6   ,        48.3   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               38.0   ,                  5444   ,
2025-02-04 19:15:17 ,         300.0   ,            101.3   ,               38.5   ,        48.2   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5444   ,
2025-02-04 19:15:18 ,         300.0   ,            101.3   ,               38.6   ,        48.3   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5441   ,
2025-02-04 19:15:19 ,         300.0   ,            101.3   ,               38.5   ,        48.0   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               37.0   ,                  5436   ,
2025-02-04 19:15:20 ,         300.0   ,            101.3   ,               38.4   ,        47.9   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               37.0   ,                  5429   ,
2025-02-04 19:15:21 ,         300.0   ,            101.3   ,               38.4   ,        48.0   ,            528   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5428   ,
2025-02-04 19:15:22 ,         300.0   ,            101.3   ,               38.4   ,        48.1   ,            535   ,         13   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               52.0   ,                  5428   ,
2025-02-04 19:15:23 ,         375.0   ,            101.3   ,               38.5   ,        48.4   ,            540   ,         25   ,                        8   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               51.0   ,                  5487   ,
2025-02-04 19:15:24 ,         960.0   ,           1375.2   ,               39.0   ,        49.7   ,            543   ,         40   ,                       13   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               64.0   ,                  5675   ,
2025-02-04 19:15:25 ,         960.0   ,           1375.2   ,               39.5   ,        50.7   ,            586   ,         17   ,                        5   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               71.0   ,                  5894   ,
2025-02-04 19:15:26 ,         960.0   ,           1375.2   ,               39.8   ,        51.1   ,            595   ,          4   ,                        1   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               72.0   ,                  6088   ,
2025-02-04 19:15:27 ,         375.0   ,            101.3   ,               39.1   ,        49.3   ,            595   ,          4   ,                        1   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               70.0   ,                  6140   ,
2025-02-04 19:15:28 ,         375.0   ,            101.3   ,               38.9   ,        48.6   ,            527   ,         12   ,                        8   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               63.0   ,                  5542   ,
2025-02-04 19:15:29 ,         375.0   ,            101.3   ,               38.9   ,        48.6   ,            526   ,         15   ,                       10   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               45.0   ,                  5504   ,
2025-02-04 19:15:30 ,         300.0   ,            101.3   ,               39.0   ,        48.7   ,            526   ,          9   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               60.0   ,                  5486   ,
2025-02-04 19:15:31 ,         300.0   ,            101.3   ,               39.2   ,        49.2   ,            534   ,         18   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               54.0   ,                  5490   ,
2025-02-04 19:15:32 ,         300.0   ,            101.3   ,               39.3   ,        48.9   ,            536   ,         33   ,                       10   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               54.0   ,                  5486   ,
2025-02-04 19:15:33 ,         960.0   ,           1375.2   ,               40.1   ,        50.8   ,            568   ,         41   ,                       12   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               66.0   ,                  5688   ,
2025-02-04 19:15:34 ,         960.0   ,           1375.2   ,               40.6   ,        51.9   ,            586   ,         14   ,                        4   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               74.0   ,                  5912   ,
2025-02-04 19:15:35 ,         960.0   ,           1375.2   ,               40.9   ,        52.2   ,            603   ,          4   ,                        1   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               66.0   ,                  6096   ,
2025-02-04 19:15:36 ,         375.0   ,            101.3   ,               40.2   ,        50.3   ,            604   ,          2   ,                        1   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               48.0   ,                  6106   ,
2025-02-04 19:15:37 ,         375.0   ,            101.3   ,               39.8   ,        49.7   ,            604   ,          4   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               46.0   ,                  6119   ,
2025-02-04 19:15:38 ,         300.0   ,            101.3   ,               39.8   ,        49.4   ,            604   ,          5   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               44.0   ,                  6120   ,
2025-02-04 19:15:39 ,         300.0   ,            101.3   ,               39.8   ,        49.4   ,            604   ,          8   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               43.0   ,                  6104   ,
2025-02-04 19:15:40 ,         300.0   ,            101.3   ,               39.8   ,        49.6   ,            604   ,          3   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               52.0   ,                  6107   ,
2025-02-04 19:15:41 ,         300.0   ,            101.3   ,               39.8   ,        49.7   ,            602   ,          0   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               49.0   ,                  6072   ,
2025-02-04 19:15:42 ,         300.0   ,            101.3   ,               40.0   ,        49.9   ,            600   ,          8   ,                        7   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               50.0   ,                  6090   ,
2025-02-04 19:15:43 ,         300.0   ,            101.3   ,               39.8   ,        49.5   ,            600   ,         29   ,                       13   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               44.0   ,                  6099   ,
2025-02-04 19:15:44 ,         300.0   ,            101.3   ,               39.8   ,        49.6   ,            596   ,          1   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               48.0   ,                  6091   ,
2025-02-04 19:15:45 ,         300.0   ,            101.3   ,               39.9   ,        49.8   ,            596   ,         13   ,                        8   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               51.0   ,                  6086   ,
2025-02-04 19:15:46 ,         300.0   ,            101.3   ,               39.9   ,        49.9   ,            542   ,         28   ,                       12   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               54.0   ,                  5503   ,
2025-02-04 19:15:47 ,         300.0   ,            101.3   ,               39.8   ,        49.5   ,            542   ,         17   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               42.0   ,                  5497   ,
2025-02-04 19:15:48 ,         300.0   ,            101.3   ,               39.8   ,        49.4   ,            526   ,          9   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               52.0   ,                  5473   ,
2025-02-04 19:15:49 ,         300.0   ,            101.3   ,               39.6   ,        49.3   ,            526   ,          9   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5473   ,
2025-02-04 19:15:50 ,         300.0   ,            101.3   ,               39.6   ,        49.3   ,            526   ,          0   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5471   ,
2025-02-04 19:15:51 ,         300.0   ,            101.3   ,               39.7   ,        49.4   ,            526   ,          2   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5470   ,
2025-02-04 19:15:52 ,         300.0   ,            101.3   ,               39.5   ,        49.2   ,            526   ,         18   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5451   ,
2025-02-04 19:15:53 ,         300.0   ,            101.3   ,               39.5   ,        49.3   ,            526   ,         13   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5437   ,
2025-02-04 19:15:54 ,         960.0   ,           1375.2   ,               40.7   ,        51.8   ,            535   ,         17   ,                        6   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               47.0   ,                  5450   ,
2025-02-04 19:15:55 ,         960.0   ,           1375.2   ,               40.8   ,        52.2   ,            526   ,          5   ,                        0   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               47.0   ,                  5449   ,
2025-02-04 19:15:56 ,         960.0   ,           1375.2   ,               41.0   ,        52.4   ,            526   ,          1   ,                        0   ,                   0   ,                    0   ,                3.9   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               41.0   ,                  5431   ,
2025-02-04 19:15:57 ,         375.0   ,            101.3   ,               40.0   ,        49.8   ,            526   ,          1   ,                        1   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               49.0   ,                  5431   ,
2025-02-04 19:15:58 ,         300.0   ,            101.3   ,               39.6   ,        49.4   ,            526   ,          4   ,                        5   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               39.0   ,                  5430   ,
2025-02-04 19:15:59 ,         300.0   ,            101.3   ,               39.7   ,        49.4   ,            526   ,          4   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  5428   ,
2025-02-04 19:16:00 ,         300.0   ,            101.3   ,               39.7   ,        49.3   ,            527   ,          6   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               43.0   ,                  5429   ,
2025-02-04 19:16:01 ,         300.0   ,            101.3   ,               39.6   ,        49.1   ,            527   ,         15   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               40.0   ,                  5428   ,
2025-02-04 19:16:02 ,         300.0   ,            101.3   ,               39.6   ,        49.4   ,            527   ,          8   ,                        6   ,                   0   ,                    0   ,                1.0   ,                   0.0   ,                  0.0   ,               0.0   ,              16   ,        0.6180   ,               45.0   ,                  5455   ,
